Index,Lat,Long,NPPTotal_gm2y,Age_yr,BiomassTotal_gm2,Lgs_mo,MAT_C,MAP_mm,LeafType,TEB_DD,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
1154,34.55,105.88,1137,26,6426,7,10.28333333,121.7,needle,20.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
111,52.2,120.8,495,171,13820,3,-4.05,426.2,needle,20.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
122,52,122.2,889,59,12130,3,-6.033333333,478.5,needle,20.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
151,52.4,125.4,501,50,6848,5,-2.766666667,487.7,needle,20.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
322,52.2,120.8,423,171,15306,3,-4.05,426.2,needle,20.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
6,45.14,78.32,517,84,14950,7,7.708333333,374.3,needle,21.5,Cannell (1982),page  43,Gordon (1981),
7,45.14,78.32,449,130,21670,7,7.708333333,374.3,needle,21.5,Cannell (1982),page  43,Gordon (1981),
8,45.14,78.32,1158,212,56660,7,7.708333333,374.3,needle,21.5,Cannell (1982),page  43,Gordon (1981),
9,45.14,78.32,936,246,23530,7,7.708333333,374.3,needle,21.5,Cannell (1982),page  43,Gordon (1981),
338,36,112.4,229,46,2980,7,10.14166667,629.1,needle,24,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
341,36.17,112.47,463,38,5366,7,9.033333333,629.1,needle,24,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
796,25.25,107.98,1479,100,15610,12,17.09166667,1402.1,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
804,31.7,110.6,1520,54,19567,8,10.24166667,1190.9,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
835,24.83,110.82,2016,35,22216,12,18.75833333,1722,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
848,24.52,106.4,1063,53,18227,12,16.10833333,1346.9,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
880,26.33,108.16,1970,35,20011,12,16.975,1308.8,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
882,26.52,108.23,1347,35,13655,11,13.63333333,1290.3,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
892,25.21,107.91,1280,50,15891,12,17.09166667,1402.1,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
893,25.21,107.95,1216,45,13976,12,17.09166667,1402.1,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
894,25.21,107.99,1316,55,17251,12,18.36666667,1381.6,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
895,25.25,107.95,1993,20,13603,12,17.09166667,1402.1,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
896,25.25,107.99,1467,45,17040,12,18.36666667,1381.6,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
897,25.3,107.87,817,30,8491,12,17.74166667,1402.1,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
898,25.33,107.91,1326,30,13797,12,17.40833333,1453.9,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
899,25.37,108.06,776,50,9362,12,16.975,1381.7,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
901,25.4,107.99,720,50,11517,12,17.40833333,1381.7,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
902,25.4,108.02,968,20,7021,12,16.975,1373.6,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
903,25.43,107.67,1102,46,13238,12,16.78333333,1365.9,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
905,25.47,107.79,1232,50,15290,12,16.78333333,1523.3,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
927,27.7,109.34,1782,29,18347,12,16.4,1299.3,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
952,27.9,108.65,1528,61,23433,10,13.19166667,1320.3,broadleaf,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
145,28.62,99.22,757,100,15203,7,8.575,668.2,needle,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
157,31.7,110.6,465,151,12300,8,10.24166667,1190.9,needle,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1160,31.7,110.6,904,30,7754,8,10.24166667,1190.9,needle,24.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
493,40.9,117.9,922,26,8156,7,9.158333333,550.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
533,35.2,111.57,821,30,5918,7,11.55833333,637.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
539,35.32,111.99,513,50,6595,7,11.975,629.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
540,35.33,111.44,1175,57,10532,7,11.025,655.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
546,35.47,112.08,543,49,6964,7,8.85,726.1,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
548,35.52,113.16,393,44,4560,7,10.275,671.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
552,35.67,112.15,685,56,6261,7,9.258333333,673.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
557,36.1,110.96,1212,76,11031,7,8.333333333,665.9,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
558,36.12,111.07,1180,56,10271,7,8.433333333,663,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
564,36.3,111.67,486,50,4156,8,12.65,527.4,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
566,36.37,111.87,1072,51,9548,7,7.975,644.6,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
568,36.42,111.29,1185,50,9750,7,7.983333333,640.9,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
571,36.47,111.91,1000,56,8838,7,7.975,644.6,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
584,36.67,111.27,1049,34,7846,7,7.283333333,627.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
592,36.73,111.29,633,37,4929,7,7.283333333,622.4,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
595,36.75,112.48,967,81,9161,7,7.841666667,623.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
596,36.77,111.2,944,51,8085,7,7.283333333,627.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
601,36.8,111.2,1138,45,9179,7,7.775,627.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
604,36.83,111.2,911,52,7943,7,7.283333333,627.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
606,36.87,110.71,736,21,5324,7,8.566666667,571.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
607,36.9,111.11,948,51,8288,7,6.783333333,623.1,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
609,36.97,112.08,729,55,6409,7,5.875,667.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
615,37.12,111.11,1081,76,10354,7,6.491666667,615.1,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
616,37.12,111.2,697,59,6514,7,6.058333333,630.6,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
617,37.12,111.38,839,36,6312,7,8.025,576.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
618,37.2,111.38,1110,43,8738,7,6.85,595.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
619,37.3,111.38,564,56,5129,7,6.85,595.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
621,37.4,111.34,396,69,3604,7,7.35,601.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
622,37.43,113.35,817,35,6234,7,6.125,674.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
623,37.47,111.72,995,52,9091,7,6.975,582.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
624,37.47,111.75,942,41,7891,7,6.975,582.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
626,37.48,111.79,1046,57,9599,7,6.975,582.8,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
627,37.48,111.84,731,52,6425,7,8.525,539.4,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
628,37.48,111.9,559,45,6706,7,8.525,539.4,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
630,37.52,111.79,508,50,6615,7,6.475,584.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
631,37.52,111.88,616,43,5105,7,7.558333333,555.9,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
634,37.63,111.88,901,64,8274,7,7.558333333,555.9,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
636,37.67,111.88,551,71,5079,7,5.75,597.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
643,37.9,111.32,662,58,6042,7,6.575,550.6,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
645,38.1,112.3,699,30,4834,5,5.716666667,574.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
650,37.5,111.1,1048,63,12637,7,7.983333333,534.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
651,36.5,112.3,1289,55,14635,7,8.525,612.7,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
654,33.2,104.2,953,80,11795,7,7.433333333,682.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
661,40.9,117.9,1218,31,10950,7,9.158333333,550.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
662,40.9,115.2,969,50,11256,5,3.566666667,478.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
715,36.27,111,549,35,5389,7,7.7,635.2,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
722,36.97,112.08,630,65,9250,7,5.875,667.3,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
727,37.42,111.41,741,48,9482,7,6.125,601.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
733,37.67,111.39,1088,35,11908,5,4.741666667,614.1,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
747,37.98,111.43,640,41,7113,5,4.383333333,519.1,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
749,38.25,111.32,1004,31,9555,7,5.725,551.6,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
753,38.47,111.37,807,37,8700,7,6.525,571.4,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
756,39.3,112.95,499,49,5887,5,5.008333333,526.6,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
757,39.93,113.97,607,35,5796,5,4.825,465.7,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
769,33.5,104.83,596,49,7011,7,7.658333333,648.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1053,27.9,101.2,940,232,32132,7,10.88333333,928.5,broadleaf,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
127,38.67,111.88,725,54,7870,5,1.658333333,639.4,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
169,39.5,112.2,834,57,13682,5,4.675,503.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
183,31.9,102.2,426,243,28150,5,3.875,684.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
185,31.6,103.8,842,91,28685,7,8.558333333,792.7,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
186,27.9,101.2,652,144,26388,7,10.88333333,928.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
201,33.57,104.66,763,156,24335,9,12.125,648.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
208,33.07,104.12,633,170,26789,6,5.05,723.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
214,33.33,104.15,451,128,14726,5,4.416666667,714.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
241,33.52,105.4,1394,109,41352,9,11.89166667,612.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
245,32.6,103.6,494,198,30327,5,4.133333333,737.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
246,31.5,103.55,1169,46,13441,7,8.691666667,771.4,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
251,30,101,477,164,21712,5,5.7,669,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
331,35.6,112.08,377,55,5397,7,9.85,673.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
332,35.68,112.1,352,28,3347,7,9.258333333,674.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
333,35.72,112.22,424,24,3636,7,10.33333333,641.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
334,35.75,112.17,286,35,3136,7,9.258333333,674.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
335,35.77,112.28,211,28,1979,7,10.33333333,641.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
336,35.95,113.11,700,59,10599,7,9.633333333,649.7,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
344,36.42,112.25,386,60,5799,7,9.4,640.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
345,36.42,112.47,363,33,3856,7,9.091666667,608.1,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
347,36.45,111.22,368,29,3562,7,7.983333333,640.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
349,36.45,112.29,428,56,6248,7,9.4,600.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
350,36.47,112.41,431,56,6232,7,9.091666667,610.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
351,36.48,112.43,266,56,3824,7,9.091666667,610.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
352,36.48,112.45,202,56,2871,7,9.091666667,610.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
354,36.5,109.4,774,45,11752,7,9.5,561.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
356,36.52,112.54,344,30,3449,7,9.3,591.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
357,36.53,112.3,448,50,6068,7,8.525,612.7,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
359,36.55,112.41,255,46,3283,7,8.675,610.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
363,36.6,112.34,425,29,4134,7,8.675,610.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
366,36.63,112.34,225,41,2691,7,8.675,610.3,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
375,36.77,112.37,419,36,4657,7,7.841666667,623.8,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
380,36.85,113.04,661,62,10242,7,8.45,613.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
381,36.9,112.37,504,39,5897,7,6.416666667,657.4,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
392,37,112.35,442,51,6122,7,7.025,622.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
394,37.02,112.33,277,46,3548,7,7.025,556.8,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
395,37.02,112.37,347,41,4209,7,7.025,622.6,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
403,37.28,111.18,711,37,5169,7,6.75,595.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
404,37.3,111.23,527,49,4215,7,6.75,595.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
405,37.32,113.48,365,53,5194,7,6.55,672.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
406,37.33,113.37,421,35,4635,7,6.55,672.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
410,37.47,111.77,355,52,4893,7,6.975,582.8,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
411,37.47,111.81,515,62,8149,7,8.525,582.8,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
412,37.47,113.31,453,55,6520,7,6.158333333,663.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
414,37.47,111.7,643,53,9214,7,10.05,582.8,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
416,37.47,113.33,543,50,7456,7,6.158333333,663.5,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
418,37.48,111.75,609,64,9761,7,6.975,582.8,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
420,37.5,111.72,522,61,8278,7,6.475,584.2,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
421,37.5,111.86,394,55,5568,7,7.558333333,555.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
422,37.52,111.66,819,63,12822,5,4.733333333,632.1,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
425,37.63,111.75,767,56,11272,7,6.475,584.2,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
426,37.63,111.84,419,50,5656,7,6.475,555.9,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
429,37.65,111.73,421,56,6182,7,5.833333333,584.2,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
430,37.65,111.82,457,54,6612,7,5.833333333,584.2,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
431,37.67,111.57,417,71,7156,5,4.908333333,614,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
432,37.67,111.97,818,30,5272,7,6.316666667,583.4,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
436,37.7,111.7,303,51,4186,7,5.833333333,591.4,needle,26.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
