year_of_inventory,region,diameter_mm,stem_volume_m3,tree_age,period,landuse_code,landuse_char,within_formally_protected_areas
1992,Rest of Sweden,185,0.1636,58,1983-1992,1,Productive forestland,1
1992,Rest of Sweden,163,0.1789,56,1983-1992,1,Productive forestland,0
1992,Rest of Sweden,105,0.0517,54,1983-1992,1,Productive forestland,0
1991,SC Sweden,330,0.8354,50,1983-1992,1,Productive forestland,1
1991,Rest of Sweden,570,3.327,106,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,104,0.0318,24,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,280,0.514,46,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,700,4.1605,146,1983-1992,2,Agricultural land,0
1991,Rest of Sweden,215,0.2092,44,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,486,2.1128,71,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,410,1.2623,81,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,481,2.0184,96,1983-1992,1,Productive forestland,1
1991,Rest of Sweden,506,2.2825,98,1983-1992,1,Productive forestland,1
1991,Rest of Sweden,441,1.9126,100,1983-1992,1,Productive forestland,1
1991,Rest of Sweden,517,2.003,83,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,511,2.326,100,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,496,2.0568,104,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,537,2.5585,100,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,517,2.2834,93,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,402,1.4923,86,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,551,2.8278,74,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,564,2.7647,89,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,404,1.6442,98,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,463,1.8517,98,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,448,2.0501,84,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,381,1.0353,65,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,199,0.2323,49,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,580,3.6121,104,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,484,2.551,75,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,202,0.2387,54,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,431,1.5352,70,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,483,2.1101,86,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,679,3.9219,93,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,186,0.2915,70,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,335,1.0155,73,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,400,1.2741,68,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,105,0.0474,72,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,369,0.9172,92,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,415,1.73,117,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,453,1.7767,110,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,130,0.0585,40,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,405,1.1581,90,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,515,2.6743,75,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,448,1.9516,80,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,292,0.5059,57,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,539,2.848,85,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,476,2.0525,85,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,133,0.0826,68,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,410,1.0884,78,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,114,0.055,65,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,202,0.1651,62,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,457,1.6434,85,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,378,1.2309,94,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,456,1.7082,79,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,400,1.6136,93,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,478,2.1538,96,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,338,1.1169,119,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,116,0.0672,70,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,208,0.2435,49,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,369,1.1865,86,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,287,0.6427,84,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,329,0.9298,72,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,354,1.0046,67,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,407,1.9243,96,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,317,0.5536,86,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,472,1.8237,83,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,430,1.2975,88,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,540,2.6528,96,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,371,1.0382,92,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,229,0.3654,93,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,433,2.1136,90,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,324,0.9979,111,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,422,1.8035,87,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,359,1.1879,95,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,328,0.8745,76,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,121,0.0817,50,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,167,0.1204,53,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,238,0.3126,49,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,540,2.9427,112,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,446,2.3404,100,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,155,0.1181,50,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,102,0.0392,41,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,214,0.303,71,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,312,0.8836,78,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,194,0.3624,60,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,252,0.3478,48,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,180,0.209,47,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,305,0.7411,127,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,227,0.3218,49,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,547,2.3221,77,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,117,0.0628,49,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,383,1.3778,67,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,406,1.4995,61,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,160,0.1507,54,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,179,0.2118,63,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,227,0.3596,58,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,100,0.0296,58,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,156,0.2158,68,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,208,0.2784,67,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,144,0.1246,70,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,233,0.2335,68,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,183,0.1801,69,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,380,1.2883,90,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,497,2.0383,112,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,440,1.5137,112,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,345,0.8806,87,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,381,1.2947,149,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,389,1.0146,54,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,295,0.6201,104,1983-1992,1,Productive forestland,0
1991,Rest of Sweden,491,1.9384,111,1983-1992,1,Productive forestland,0
1990,SC Sweden,457,1.8784,73,1983-1992,1,Productive forestland,0
1990,SC Sweden,448,1.7619,83,1983-1992,1,Productive forestland,0
1990,SC Sweden,598,3.2283,89,1983-1992,1,Productive forestland,0
1990,SC Sweden,170,0.1509,32,1983-1992,1,Productive forestland,0
1990,SC Sweden,413,1.0376,83,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,157,0.0796,26,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,753,6.3812,106,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,249,0.3217,45,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,223,0.2583,45,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,242,0.3116,45,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,160,0.1205,34,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,496,1.9009,83,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,307,0.687,76,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,214,0.303,72,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,364,1.1254,77,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,503,2.142,102,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,561,2.7829,100,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,468,1.9153,103,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,467,2.2187,92,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,112,0.0365,31,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,494,2.4697,95,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,254,0.4288,62,1983-1992,1,Productive forestland,1
1990,Rest of Sweden,483,1.8559,102,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,596,3.2889,87,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,344,0.8029,63,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,434,1.4074,63,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,360,0.6514,87,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,179,0.1067,61,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,404,0.7579,87,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,337,0.8189,105,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,172,0.1906,47,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,491,1.8345,74,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,416,1.3983,75,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,269,0.5038,57,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,282,0.5702,59,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,334,0.983,50,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,236,0.3627,47,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,323,0.6314,65,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,436,1.448,69,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,337,0.9464,64,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,347,1.0766,71,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,432,1.8212,74,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,301,0.502,65,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,463,1.4936,73,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,339,0.6917,65,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,423,1.2577,72,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,305,0.8515,67,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,180,0.2358,51,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,209,0.2901,52,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,226,0.4387,95,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,358,0.9709,62,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,112,0.0423,37,1983-1992,1,Productive forestland,1
1990,Rest of Sweden,264,0.286,31,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,126,0.0844,42,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,390,1.2714,77,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,520,3.0705,122,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,484,2.7416,122,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,501,1.9377,97,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,387,1.1964,74,1983-1992,1,Productive forestland,1
1990,Rest of Sweden,380,1.2432,104,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,447,1.477,94,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,348,0.8973,86,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,198,0.2714,64,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,283,0.5083,63,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,475,1.8688,85,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,374,1.2501,71,1983-1992,1,Productive forestland,1
1990,Rest of Sweden,333,0.9459,73,1983-1992,1,Productive forestland,1
1990,Rest of Sweden,204,0.2349,57,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,304,0.5115,81,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,300,0.6212,81,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,523,2.3939,102,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,376,1.2627,87,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,283,0.4104,66,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,304,0.6948,69,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,169,0.1493,42,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,235,0.3374,55,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,227,0.327,63,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,138,0.1033,45,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,519,2.0727,94,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,258,0.3634,53,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,260,0.4205,71,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,243,0.2745,54,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,276,0.3773,52,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,325,0.88,106,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,332,0.891,74,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,162,0.1487,46,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,420,1.0043,82,1983-1992,5,Rockland,0
1990,Rest of Sweden,240,0.266,79,1983-1992,5,Rockland,0
1990,Rest of Sweden,213,0.2857,80,1983-1992,5,Rockland,0
1990,Rest of Sweden,261,0.5089,63,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,281,0.6539,67,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,201,0.2653,74,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,348,1.0337,86,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,415,1.2191,59,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,107,0.0428,47,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,397,1.1797,74,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,399,1.5274,76,1983-1992,1,Productive forestland,0
1990,Rest of Sweden,379,1.3507,79,1983-1992,1,Productive forestland,0
1990,SC Sweden,469,1.1637,67,1983-1992,1,Productive forestland,1
1990,SC Sweden,487,1.1695,76,1983-1992,1,Productive forestland,1
1990,SC Sweden,406,0.8581,125,1983-1992,1,Productive forestland,0
1989,SC Sweden,223,0.3008,65,1983-1992,1,Productive forestland,0
1989,SC Sweden,301,0.6819,77,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,193,0.3077,45,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,390,1.2482,71,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,348,1.0056,97,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,303,0.537,53,1983-1992,1,Productive forestland,1
1989,Rest of Sweden,470,2.3563,85,1983-1992,1,Productive forestland,1
1989,Rest of Sweden,400,1.7357,74,1983-1992,1,Productive forestland,1
1989,Rest of Sweden,474,2.2275,79,1983-1992,1,Productive forestland,1
1989,Rest of Sweden,293,0.8288,76,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,450,2.2212,95,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,487,2.2884,74,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,357,1.3021,74,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,455,1.6297,60,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,610,5.1518,92,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,355,0.9594,108,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,503,1.8686,102,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,255,0.5456,69,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,522,2.8109,82,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,130,0.0438,64,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,232,0.2611,76,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,372,0.8215,99,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,405,1.198,97,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,380,1.221,62,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,408,1.5531,72,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,302,0.7699,62,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,510,2.7025,106,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,307,1.0572,137,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,403,1.2923,86,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,376,1.2964,77,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,345,1.0733,57,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,436,1.7172,72,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,260,0.4726,64,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,648,4.9918,79,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,416,1.261,85,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,306,0.7892,107,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,198,0.2326,84,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,292,0.6441,63,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,337,0.8443,65,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,334,0.9566,82,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,178,0.1646,84,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,383,1.0768,87,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,471,2.537,140,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,395,1.5368,133,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,302,0.592,114,1983-1992,1,Productive forestland,0
1989,Rest of Sweden,425,1.6784,139,1983-1992,1,Productive forestland,0
